pdb_nsite	uniprot_ac	uniprot_functions
4cei_2	P23477	DNA-binding;Exonuclease;Hydrolase;Nuclease
3tqx_1	Q83F40	Acyltransferase;Ligase;Transferase
3rgf_1	P49336	Activator;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
4f6s_1	P49336	Activator;Kinase;Repressor;Serine/threonine-protein kinase;Transferase
3d2e_1	P32589	Calmodulin-binding;Chaperone
3m0w_6	P26447	Actin-binding;RNA-binding
4mgi_1	Q9EQZ6	Guanine-nucleotide releasing factor
4l5m_1	Q99418	Guanine-nucleotide releasing factor
4mgk_1	Q9EQZ6	Guanine-nucleotide releasing factor
4zzj_1	Q96EB6	Developmental protein;Hydrolase
2w14_1	P83512	Complement system impairing toxin;Fibrinogenolytic toxin;Hemorrhagic toxin;Hemostasis impairing toxin;Hydrolase;Metalloprotease;Myotoxin;Protease;Toxin
1ot7_1	Q62735	Activator;DNA-binding;Receptor;Repressor
1osv_1	Q62735	Activator;DNA-binding;Receptor;Repressor
2vf7_3	Q9RYW8	DNA-binding;Excision nuclease
2ozu_1	Q92794	Activator;Acyltransferase;Chromatin regulator;Repressor;Transferase
2qt5_1	P97879	Lantibiotic
4pjk_1	P08799	Actin-binding;Calmodulin-binding;Motor protein;Myosin
1mma_1	P08799	Actin-binding;Calmodulin-binding;Motor protein;Myosin
3myk_1	P08799	Actin-binding;Calmodulin-binding;Motor protein;Myosin
3bhy_1	O43293	Activator;Chromatin regulator;Kinase;Serine/threonine-protein kinase;Transferase
1rml_1	P05230	Developmental protein;Growth factor;Heparin-binding;Mitogen
2xsz_4	Q9Y230	Activator;Chromatin regulator;Helicase;Hydrolase
4jta_1	P62483	Ion channel;Oxidoreductase;Voltage-gated channel
4jtd_2	P62483	Ion channel;Oxidoreductase;Voltage-gated channel
4mep_1	O60885	Chromatin regulator
4hby_1	O60885	Chromatin regulator
4qzs_1	O60885	Chromatin regulator
4mr6_1	P25440	Chromatin regulator
4c66_1	O60885	Chromatin regulator
4hxn_1	O60885	Chromatin regulator
4bw3_1	O60885	Chromatin regulator
4nqn_1	Q9H8M2	Chromatin regulator
2ydw_2	P25440	Chromatin regulator
4c67_1	O60885	Chromatin regulator
2yek_3	P25440	Chromatin regulator
4a9i_3	P25440	Chromatin regulator
4alh_3	P25440	Chromatin regulator
4nr8_1	O60885	Chromatin regulator
4cfl_1	O60885	Chromatin regulator
4akn_2	P25440	Chromatin regulator
2yel_1	O60885	Chromatin regulator
4alg_1	P25440	Chromatin regulator
5bt5_1	P25440	Chromatin regulator
3vxj_1	Q8WZK8	Peroxidase
4tuv_1	Q55080	Monooxygenase;Oxidoreductase;Peroxidase
4fp9_1	Q96CB9	Methyltransferase;RNA-binding;rRNA-binding;Transferase
3bbd_1	Q57977	Methyltransferase;RNA-binding;rRNA-binding;Transferase
4wxx_1	P26358	Activator;Chromatin regulator;DNA-binding;Methyltransferase;Repressor;Transferase
3l3m_1	P09874	DNA-binding;Glycosyltransferase;Transferase
1uk0_1	P09874	DNA-binding;Glycosyltransferase;Transferase
1uk1_2	P09874	DNA-binding;Glycosyltransferase;Transferase
5ds3_1	P09874	DNA-binding;Glycosyltransferase;Transferase
4l6s_1	P09874	DNA-binding;Glycosyltransferase;Transferase
3l3l_1	P09874	DNA-binding;Glycosyltransferase;Transferase
2vcq_3	O60760	Isomerase;Transferase
2vcw_1	O60760	Isomerase;Transferase
4edz_1	O60760	Isomerase;Transferase
3clx_3	P98170	Protease inhibitor;Thiol protease inhibitor;Transferase
4z63_1	Q9ZVR7	Kinase;Lyase;Receptor;Serine/threonine-protein kinase;Transferase
3mup_1	Q13490	Activator;Transferase
2ceo_2	P05543	Serine protease inhibitor
2v95_1	P31211	Serine protease inhibitor
4gc9_1	Q8JZM0	DNA-binding;Methyltransferase;RNA-binding;Transferase
4do0_1	Q9UPP1	Activator;Chromatin regulator;Dioxygenase;Oxidoreductase
1iah_2	Q923J1	Calcium channel;Ion channel;Kinase;Serine/threonine-protein kinase;Transferase
3s6g_1	Q0ASS9	Acyltransferase;Kinase;Transferase
1nfb_2	P12268	DNA-binding;Oxidoreductase;RNA-binding
1z45_1	P04397	Isomerase;Multifunctional enzyme
5eom_2	Q13394	Developmental protein;Nucleotidyltransferase;Transferase
4pl9_1	P49333	Kinase;Receptor;Transferase
1njf_2	P06710	DNA-directed DNA polymerase;Nucleotidyltransferase;Transferase
2z86_3	Q8L0V4	Glycosyltransferase;Multifunctional enzyme;Transferase
2o7p_1	Q3ZUB0	Hydrolase;Oxidoreductase
3mx5_1	P13699	Hydrolase;Ribonucleoprotein;RNA-binding;Viral nucleoprotein
1u80_2	P0ABQ0	Decarboxylase;Ligase;Lyase;Multifunctional enzyme
4ek9_1	Q8TEK3	Chromatin regulator;DNA-binding;Methyltransferase;Transferase
4er7_1	Q8TEK3	Chromatin regulator;DNA-binding;Methyltransferase;Transferase
4eki_1	Q8TEK3	Chromatin regulator;DNA-binding;Methyltransferase;Transferase
2hct_1	P28907	Hydrolase;Receptor;Transferase
2o3u_1	P28907	Hydrolase;Receptor;Transferase
5fa8_1	C3MWA1	Methyltransferase;Ribonucleoprotein;Ribosomal protein;Transferase
1e0j_4	P03692	Helicase;Hydrolase;Nucleotidyltransferase;Transferase
1og4_1	P20974	Glycosyltransferase;Hydrolase;Transferase
3b9o_1	A4IU28	Monooxygenase
4ycp_1	P33371	Oxidoreductase;RNA-binding;tRNA-binding
4dro_1	Q13451	Chaperone;Isomerase;Rotamase
4drp_1	Q13451	Chaperone;Isomerase;Rotamase
4drn_1	Q13451	Chaperone;Isomerase;Rotamase
3g6x_1	Q9UNA4	DNA-binding;DNA-directed DNA polymerase;Mutator protein;Nucleotidyltransferase;Transferase
3gki_1	O15118	Host cell receptor for virus entry;Receptor
1b9i_1	O52552	Lyase;Transferase
2ido_2	P03007	DNA-directed DNA polymerase;Exonuclease;Hydrolase;Nuclease;Nucleotidyltransferase;Transferase
3cl1_1	Q98GN8	Ion channel;Ligand-gated ion channel;Potassium channel
3oii_2	Q06287	Methyltransferase;Ribonucleoprotein;RNA-binding;rRNA-binding;Transferase
4ww4_1	G0RYI5	Chromatin regulator;Helicase;Hydrolase
5es7_1	Q70LM7	Ligase;Multifunctional enzyme
3tvu_2	Q00955	Ligase;Multifunctional enzyme
3pgq_2	Q00955	Ligase;Multifunctional enzyme
2psj_2	P27652	Decarboxylase;Lyase;Monooxygenase;Oxidoreductase;Photoprotein
4rhe_1	Q489U8	Lyase;Prenyltransferase;Transferase
1lmc_1	P11941	Antibiotic;Antimicrobial;Bacteriolytic enzyme;Glycosidase;Hydrolase
3cui_1	P07986	Glycosidase;Hydrolase;Multifunctional enzyme
5aqz_1	P0DMV8	Chaperone;Host cell receptor for virus entry;Receptor
2dpx_1	P55042	Calmodulin-binding
4xzj_1	A3UNN4	Nucleotidyltransferase;Toxin;Transferase
4a7z_2	P84193	Isomerase;Lyase;Multifunctional enzyme
3t50_2	Q8YC53	Kinase;Photoreceptor protein;Receptor;Transferase
5epv_3	Q2YKK7	Kinase;Photoreceptor protein;Receptor;Transferase
4diq_1	Q9H6W3	Chromatin regulator;Dioxygenase;Oxidoreductase;Repressor
3zzh_1	Q01217	Kinase;Multifunctional enzyme;Oxidoreductase;Transferase
3oe9_1	P61073	G-protein coupled receptor;Host cell receptor for virus entry;Receptor;Transducer
3cgy_1	P0DM80	Hydrolase;Kinase;Protein phosphatase;Transferase
1tsd_2	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
1bq1_1	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
4gev_2	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
1dna_2	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
1f4f_1	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
1f4e_1	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
1jtu_1	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
2kce_2	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
4isk_2	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
2tsc_2	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
1zpr_1	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
2bbq_1	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
2vet_1	P0A884	Methyltransferase;Repressor;RNA-binding;Transferase
1dig_1	P11586	Hydrolase;Ligase;Multifunctional enzyme;Oxidoreductase
1dia_1	P11586	Hydrolase;Ligase;Multifunctional enzyme;Oxidoreductase
3sfu_3	Q80J95	Hydrolase;Nucleotidyltransferase;Protease;RNA-directed RNA polymerase;Thiol protease;Transferase
5eq1_1	P55201	Activator;Chromatin regulator;DNA-binding
1tdn_1	Q6STF1	Antibiotic;Antimicrobial;Hemorrhagic toxin;Hemostasis impairing toxin;Oxidoreductase;Toxin
1tdk_1	Q6STF1	Antibiotic;Antimicrobial;Hemorrhagic toxin;Hemostasis impairing toxin;Oxidoreductase;Toxin
2xyr_1	P0C6X7	Endonuclease;Exonuclease;Helicase;Hydrolase;Methyltransferase;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed RNA polymerase;Thiol protease;Transferase
3e9s_1	P0C6X7	Endonuclease;Exonuclease;Helicase;Hydrolase;Methyltransferase;Nuclease;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed RNA polymerase;Thiol protease;Transferase
2fmb_1	Q66729	Hydrolase;Nucleotidyltransferase;Protease;RNA-directed DNA polymerase;Transferase
2itp_1	P00533	Developmental protein;Host cell receptor for virus entry;Kinase;Receptor;Transferase;Tyrosine-protein kinase
3w2s_1	P00533	Developmental protein;Host cell receptor for virus entry;Kinase;Receptor;Transferase;Tyrosine-protein kinase
4riy_4	P00533	Developmental protein;Host cell receptor for virus entry;Kinase;Receptor;Transferase;Tyrosine-protein kinase
4wkq_1	P00533	Developmental protein;Host cell receptor for virus entry;Kinase;Receptor;Transferase;Tyrosine-protein kinase
1xkk_1	P00533	Developmental protein;Host cell receptor for virus entry;Kinase;Receptor;Transferase;Tyrosine-protein kinase
3w2r_1	P00533	Developmental protein;Host cell receptor for virus entry;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2itv_1	P00533	Developmental protein;Host cell receptor for virus entry;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2itx_1	P00533	Developmental protein;Host cell receptor for virus entry;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2gs7_1	P00533	Developmental protein;Host cell receptor for virus entry;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2itn_1	P00533	Developmental protein;Host cell receptor for virus entry;Kinase;Receptor;Transferase;Tyrosine-protein kinase
1zyd_2	P15442	Activator;Kinase;RNA-binding;Serine/threonine-protein kinase;Transferase;tRNA-binding
3rgz_1	O22476	Kinase;Receptor;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
4oa9_1	O22476	Kinase;Receptor;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
3uim_1	Q94F62	Kinase;Receptor;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
4azw_1	Q47592	Kinase;Methyltransferase;Transferase
4ax8_1	J7I4B7	Kinase;Methyltransferase;Transferase
1mqb_1	P29317	Host cell receptor for virus entry;Kinase;Receptor;Transferase;Tyrosine-protein kinase
2phk_1	P00518	Calmodulin-binding;Kinase;Muscle protein;Serine/threonine-protein kinase;Transferase
3gqo_4	P36328	Helicase;Hydrolase;Methyltransferase;Multifunctional enzyme;Nucleotidyltransferase;Protease;RNA-binding;RNA-directed RNA polymerase;Thiol protease;Transferase
5a4v_2	P46422	Oxidoreductase;Peroxidase;Transferase
1gnw_1	P46422	Oxidoreductase;Peroxidase;Transferase
1pw6_2	P60568	Cytokine;Growth factor
3cyl_1	P82287	Myotoxin;Toxin
4ffw_1	P14740	Aminopeptidase;Hydrolase;Protease;Serine protease
2oae_1	P14740	Aminopeptidase;Hydrolase;Protease;Serine protease
2pe2_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
3nuu_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
2xck_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
1oky_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
1z5m_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
1uu9_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
3nax_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
5ack_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
4rqv_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
3nun_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
1uvr_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
3rwp_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
2xch_1	O15530	Activator;Kinase;Serine/threonine-protein kinase;Transferase
5i9e_2	P80428	Activator;Chromatin regulator
4ckb_3	P04298	Hydrolase;Methyltransferase;Multifunctional enzyme;Nucleotidyltransferase;RNA-binding;Transferase
1fyf_1	P0A8M3	Aminoacyl-tRNA synthetase;Ligase;Repressor;RNA-binding;tRNA-binding
3cfo_1	Q38087	DNA-binding;DNA-directed DNA polymerase;Exonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Transferase
1clq_1	Q38087	DNA-binding;DNA-directed DNA polymerase;Exonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Transferase
4fj5_1	Q38087	DNA-binding;DNA-directed DNA polymerase;Exonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Transferase
4khy_1	Q38087	DNA-binding;DNA-directed DNA polymerase;Exonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Transferase
4m3x_1	Q38087	DNA-binding;DNA-directed DNA polymerase;Exonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Transferase
4i9q_2	Q38087	DNA-binding;DNA-directed DNA polymerase;Exonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Transferase
4m42_1	Q38087	DNA-binding;DNA-directed DNA polymerase;Exonuclease;Hydrolase;Multifunctional enzyme;Nuclease;Nucleotidyltransferase;Transferase
1r4l_1	Q9BYF1	Carboxypeptidase;Host cell receptor for virus entry;Hydrolase;Metalloprotease;Protease;Receptor
1svl_1	P03070	Activator;DNA-binding;Helicase;Hydrolase
4acg_2	P49841	Developmental protein;Kinase;Serine/threonine-protein kinase;Signal transduction inhibitor;Transferase
1q3d_1	P49841	Developmental protein;Kinase;Serine/threonine-protein kinase;Signal transduction inhibitor;Transferase
3f88_3	P49841	Developmental protein;Kinase;Serine/threonine-protein kinase;Signal transduction inhibitor;Transferase
1q4l_1	P49841	Developmental protein;Kinase;Serine/threonine-protein kinase;Signal transduction inhibitor;Transferase
3zdi_1	P49841	Developmental protein;Kinase;Serine/threonine-protein kinase;Signal transduction inhibitor;Transferase
3gb2_1	P49841	Developmental protein;Kinase;Serine/threonine-protein kinase;Signal transduction inhibitor;Transferase
4j1r_2	P49841	Developmental protein;Kinase;Serine/threonine-protein kinase;Signal transduction inhibitor;Transferase
4acd_2	P49841	Developmental protein;Kinase;Serine/threonine-protein kinase;Signal transduction inhibitor;Transferase
3zrm_1	P49841	Developmental protein;Kinase;Serine/threonine-protein kinase;Signal transduction inhibitor;Transferase
1q3w_1	P49841	Developmental protein;Kinase;Serine/threonine-protein kinase;Signal transduction inhibitor;Transferase
1qsm_3	Q06592	Acyltransferase;Chromatin regulator;Transferase
4psx_1	Q12341	Acyltransferase;Chromatin regulator;Transferase
2hko_1	O60341	Chromatin regulator;Developmental protein;Oxidoreductase;Repressor
4fwj_1	Q8NB78	Chromatin regulator;Developmental protein;Oxidoreductase;Repressor
2h94_1	O60341	Chromatin regulator;Developmental protein;Oxidoreductase;Repressor
4xbf_1	O60341	Chromatin regulator;Developmental protein;Oxidoreductase;Repressor
4fwe_1	Q8NB78	Chromatin regulator;Developmental protein;Oxidoreductase;Repressor
2io7_1	P0AES0	Hydrolase;Ligase;Multifunctional enzyme
2io8_1	P0AES0	Hydrolase;Ligase;Multifunctional enzyme
1q3h_2	P26361	Chloride channel;Hydrolase;Ion channel
4a4z_1	P35207	DNA-binding;Helicase;Hydrolase;RNA-binding
3zhs_1	A0R2B1	Acyltransferase;Allosteric enzyme;Decarboxylase;Lyase;Multifunctional enzyme;Oxidoreductase;Transferase
3zhq_4	A0R2B1	Acyltransferase;Allosteric enzyme;Decarboxylase;Lyase;Multifunctional enzyme;Oxidoreductase;Transferase
1n38_1	P0CK31	Hydrolase;Nucleotidyltransferase;RNA-directed RNA polymerase;Transferase
5iqe_3	P0A0C1	Acyltransferase;Kinase;Multifunctional enzyme;Transferase
5iqf_4	P0A0C1	Acyltransferase;Kinase;Multifunctional enzyme;Transferase
5iqh_1	P0A0C1	Acyltransferase;Kinase;Multifunctional enzyme;Transferase
1mja_1	Q08649	Activator;Chromatin regulator;Transferase
1mj9_1	Q08649	Activator;Chromatin regulator;Transferase
5bnw_1	O15294	Chromatin regulator;Glycosyltransferase;Transferase
5c1d_1	O15294	Chromatin regulator;Glycosyltransferase;Transferase
5ayj_1	Q45697	Decarboxylase;Lyase;Multifunctional enzyme;Oxidoreductase
4u7t_2	Q9Y6K1	Chromatin regulator;DNA-binding;Methyltransferase;Repressor;Transferase
4isz_2	O59245	DNA-binding;Endonuclease;Hydrolase;Ligase;Nuclease
4gqk_1	Q9KS45	Ligase;Toxin
4x3u_1	Q8VDS3	Chromatin regulator;Repressor;RNA-binding
2jle_1	Q72547	Nucleotidyltransferase;RNA-directed DNA polymerase;Transferase
5aaj_2	P07896	Isomerase;Lyase;Multifunctional enzyme;Oxidoreductase
1pn4_3	P22414	Isomerase;Lyase;Multifunctional enzyme;Oxidoreductase
1u2r_1	P32324	Elongation factor;RNA-binding;rRNA-binding
1n0u_1	P32324	Elongation factor;RNA-binding;rRNA-binding
1rx0_1	Q9UKU7	Activator;Oxidoreductase
1irj_3	P06702	Antimicrobial;Antioxidant
2j9l_4	P51795	Chloride channel
2a19_1	P19525	Kinase;RNA-binding;Serine/threonine-protein kinase;Transferase;Tyrosine-protein kinase
2zpa_3	P76562	Acyltransferase;RNA-binding;Transferase;tRNA-binding
2xef_1	Q04609	Carboxypeptidase;Dipeptidase;Hydrolase;Metalloprotease;Multifunctional enzyme;Protease
2xeg_1	Q04609	Carboxypeptidase;Dipeptidase;Hydrolase;Metalloprotease;Multifunctional enzyme;Protease
5d3q_1	Q05193	Hydrolase;Motor protein
2hzn_1	P00520	DNA-binding;Kinase;Transferase;Tyrosine-protein kinase
2hzi_1	P00519	DNA-binding;Kinase;Transferase;Tyrosine-protein kinase
4wa9_1	P00519	DNA-binding;Kinase;Transferase;Tyrosine-protein kinase
2hz0_2	P00519	DNA-binding;Kinase;Transferase;Tyrosine-protein kinase
2g2h_1	P00519	DNA-binding;Kinase;Transferase;Tyrosine-protein kinase
1iep_1	P00520	DNA-binding;Kinase;Transferase;Tyrosine-protein kinase
3pt6_1	P13864	Activator;Allosteric enzyme;Chromatin regulator;DNA-binding;Methyltransferase;Repressor;Transferase
4txi_1	Q8VDP3	Actin-binding;Monooxygenase;Oxidoreductase
2bra_1	Q8VDP3	Actin-binding;Monooxygenase;Oxidoreductase
2j2p_11	Q15485	Monoclonal antibody
1skg_1	P59071	Blood coagulation cascade inhibiting toxin;Hemostasis impairing toxin;Hydrolase;Myotoxin;Neurotoxin;Presynaptic neurotoxin;Toxin
2oth_1	P59071	Blood coagulation cascade inhibiting toxin;Hemostasis impairing toxin;Hydrolase;Myotoxin;Neurotoxin;Presynaptic neurotoxin;Toxin
2oyf_1	P59071	Blood coagulation cascade inhibiting toxin;Hemostasis impairing toxin;Hydrolase;Myotoxin;Neurotoxin;Presynaptic neurotoxin;Toxin
11bg_2	P00669	Allosteric enzyme;Endonuclease;Hydrolase;Nuclease
3hii_1	P19801	Heparin-binding;Oxidoreductase
4ncl_1	G0S8G9	Hydrolase;Initiation factor
2fgh_2	Q28372	Actin capping;Actin-binding
3eld_1	D0VX01	RNA-directed RNA polymerase
3emd_1	D0VX01	RNA-directed RNA polymerase
3ooi_1	Q96L73	Activator;Chromatin regulator;Methyltransferase;Repressor;Transferase
3frq_1	Q9EVJ6	DNA-binding;Transferase
3dm5_1	Q8U070	Ribonucleoprotein;RNA-binding
1atl_1	P15167	Hemorrhagic toxin;Hemostasis impairing toxin;Hydrolase;Metalloprotease;Protease;Toxin
1y4l_1	P24605	Antibiotic;Antimicrobial;Blood coagulation cascade inhibiting toxin;Hemostasis impairing toxin;Myotoxin;Toxin
4fnc_1	Q13569	Activator;Chromatin regulator;Hydrolase
3ugc_1	O60674	Chromatin regulator;Kinase;Transferase;Tyrosine-protein kinase
4e4m_2	O60674	Chromatin regulator;Kinase;Transferase;Tyrosine-protein kinase
2xa4_2	O60674	Chromatin regulator;Kinase;Transferase;Tyrosine-protein kinase
4fvr_1	O60674	Chromatin regulator;Kinase;Transferase;Tyrosine-protein kinase
4e6q_1	O60674	Chromatin regulator;Kinase;Transferase;Tyrosine-protein kinase
4jia_1	O60674	Chromatin regulator;Kinase;Transferase;Tyrosine-protein kinase
4ji9_1	O60674	Chromatin regulator;Kinase;Transferase;Tyrosine-protein kinase
3mnp_1	P06537	Chromatin regulator;DNA-binding;Receptor
1t6y_4	Q9WZW1	Kinase;Nucleotidyltransferase;Transferase
1t6x_1	Q9WZW1	Kinase;Nucleotidyltransferase;Transferase
1kw0_1	P00439	Allosteric enzyme;Monooxygenase;Oxidoreductase
1dmw_1	P00439	Allosteric enzyme;Monooxygenase;Oxidoreductase
1j8u_1	P00439	Allosteric enzyme;Monooxygenase;Oxidoreductase
3vx4_2	Q8DW05	Thiol protease
4ki8_2	Q548M1	Chaperone;Oxidoreductase
3ko3_1	Q8IIS0	Hydrolase;RNA-binding;tRNA-binding
4nbi_2	Q8IIS0	Hydrolase;RNA-binding;tRNA-binding
3oev_1	P30656	Hydrolase;Protease;Threonine protease
4ucz_2	Q91L20	Methyltransferase;Multifunctional enzyme;Nucleotidyltransferase;RNA-directed RNA polymerase;Transferase
1xdd_1	P20701	Integrin;Receptor
4ixd_1	P20701	Integrin;Receptor
2de4_2	P54997	Hydrolase;Monooxygenase;Oxidoreductase
4xrq_1	P12493	RNA-binding;Viral nucleoprotein
3n71_1	P97443	DNA-binding;Methyltransferase;Repressor;Transferase
2nmv_1	P37954	Excision nuclease
3zfd_1	P33174	DNA-binding;Motor protein
2ykv_2	A3EYF7	Aminotransferase
3evj_1	P01008	Heparin-binding;Protease inhibitor;Serine protease inhibitor
2db3_1	P09052	Developmental protein;Helicase;Hydrolase;RNA-binding
1eqa_1	P07617	Elongation factor;Methyltransferase;RNA-binding;Transferase
1qy2_1	P11588	Pheromone
2wns_1	P11172	Decarboxylase;Glycosyltransferase;Lyase;Multifunctional enzyme;Transferase
4hib_1	P11172	Decarboxylase;Glycosyltransferase;Lyase;Multifunctional enzyme;Transferase
3uf6_1	Q8Y7B7	Acyltransferase
3bbt_2	Q15303	Activator;Developmental protein;Kinase;Receptor;Transferase;Tyrosine-protein kinase
